"Date","q","h","e","p","r"
2002-04-03,7.20229399957416,44.68,6.2,0,3.01
2002-04-04,6.03351104141265,44.68,3.8,0,3.01
2002-04-05,6.33913390216299,44.68,4.6,0,3.01
2002-04-06,6.33913390216301,44.68,5.3,0,3.01
2002-04-07,5.9337855835467,44.68,5,0,3.01
2002-04-08,6.03351104141265,44.67,2.4,0,3
2002-04-09,6.44317393817098,44.66,4.4,0,3
2002-04-10,6.44317393817098,44.657,5.2,0,3
2002-04-11,8.38293651692268,44.687,4.5,10.2,3.01
2002-04-12,30.1996209592646,44.737,2.7,2.8,3.01
2002-04-13,15.9609174235541,44.773,5,0,3.01
2002-04-14,15.4051144558535,44.813,0.7,12.8,3.01
2002-04-15,13.4739876268438,44.827,4,0,3.01
2002-04-16,11.4014324371753,44.83,2,0,3.01
2002-04-17,11.4014324371753,44.83,3.7,0,3.01
2002-04-18,10.3760403468097,44.837,3.8,0,3.01
2002-04-19,8.38293651692268,44.84,3.5,1.2,3.01
2002-04-20,11.5530164982568,44.84,0.6,0.2,3.01
2002-04-21,12.3303756815037,44.833,2.9,0,3.01
2002-04-22,10.9543684246648,44.837,2.9,0,3.01
2002-04-23,6.33913390216299,44.84,3.9,0,3.01
2002-04-24,5.35763905688996,44.847,3.6,0,3.01
2002-04-25,9.27909306349162,44.85,5.8,0,3.01
2002-04-26,12.4897691955661,44.85,4.4,0,3.01
2002-04-27,8.88785767499253,44.85,3.5,0,3.01
2002-04-28,12.9758800674658,44.85,3.3,0,3.01
2002-04-29,11.4014324371753,44.857,3.5,0,3.01
2002-04-30,9.41192065170702,44.867,3.3,0,3.01
2002-05-01,9.68122909500559,44.873,3.8,0,3.02
2002-05-02,10.5187344342974,44.88,2.2,0,3.02
2002-05-03,12.6504812151276,44.88,3.6,0,3.02
2002-05-04,8.25965999138852,44.893,2.4,0,3.02
2002-05-05,9.01706651121484,44.9,2,0,3.02
2002-05-06,10.0943987061501,44.9,4.4,0,3.02
2002-05-07,10.0943987061501,44.9,6.7,0,3.02
2002-05-08,9.01706651121484,44.9,4.2,0,3.02
2002-05-09,10.662683887425,44.89,2.8,0,3.02
2002-05-10,10.5187344342974,44.89,4.3,0,3.02
2002-05-11,11.4014324371753,44.89,1.4,0,3.02
2002-05-12,8.63302416391732,44.9,4.1,0,3
2002-05-13,10.5187344342974,44.9,2.8,0,3.02
2002-05-14,8.88785767499253,44.9,2.5,0,3.02
2002-05-15,10.2345967355069,44.903,4.8,0,3.02
2002-05-16,8.38293651692268,44.913,3.2,0,3.02
2002-05-17,7.09050870447897,44.917,3.8,0,3.02
2002-05-18,3.14367702565683,44.91,3.2,0,3.2
2002-05-19,3.77374019307194,44.91,2.7,0,3.02
2002-05-20,6.60128179757561,44.91,0.7,0,3.02
2002-05-21,6.03351104141265,44.907,2.8,0,3.02
2002-05-22,5.9337855835467,44.9,4,0,3.02
2002-05-23,4.81876201958418,44.9,4.3,0,3.02
2002-05-24,5.26526798341658,44.9,5.3,0,3.02
2002-05-25,5.45104541248212,44.9,3.2,0,3.02
2002-05-26,6.44317393817098,44.9,3,0,3.02
2002-05-27,7.20229399957416,44.9,4.3,0,3.02
2002-05-28,11.1021132640154,44.9,2.4,0,3.02
2002-05-29,6.44317393817098,44.9,4,0,3.02
2002-05-30,5.08361115033818,44.9,3.7,0,3.02
2002-05-31,4.39736562425228,44.9,2.1,0,3.02
2002-06-01,3.41458503101534,44.9,1.5,0,3.02
2002-06-02,2.88699298644325,44.9,2.2,0,3.02
2002-06-03,2.47099249083968,44.887,3.5,0,3.02
2002-06-04,2.41492671264836,44.88,4.7,0,3.02
2002-06-05,4.562952413253,44.88,1.5,0,3.02
2002-06-06,6.44317393817098,44.88,2,0,3.02
2002-06-07,5.73752739221107,44.87,2.9,0,3.02
2002-06-08,4.81876201958418,44.87,3.4,0,3.02
2002-06-09,4.64722650821112,44.87,4.1,0,3.02
2002-06-10,2.88699298644325,44.87,1.6,0,3.02
2002-06-11,4.73249465120572,44.863,1.8,0,3.01
2002-06-12,2.58561918345878,44.86,2.9,0,3.01
2002-06-13,2.58561918345878,44.853,4.6,0,3.01
2002-06-14,2.58561918345878,44.84,2,0,3.01
2002-06-15,2.47099249083968,44.84,3.2,0,3.01
2002-06-16,2.58561918345878,44.84,2.5,0,3.01
2002-06-17,2.58561918345878,44.84,1.8,0,3.01
2002-06-18,4.39736562425228,44.84,3.4,0,3.01
2002-06-19,4.23569272945759,44.84,3.6,0,3.01
2002-06-20,3.48457440876977,44.837,2.8,0,3.01
2002-06-21,4.31604254155036,44.833,2.7,0.4,3.01
2002-06-22,3.48457440876977,44.827,2.5,0,3.01
2002-06-23,3.34550590761699,44.823,2,0,3.01
2002-06-24,4.90603378399604,44.82,4.1,0,3.01
2002-06-25,4.73249465120572,44.82,2.8,1.2,3.01
2002-06-26,5.26526798341658,44.8,2.2,0,3.01
2002-06-27,7.90425695473454,44.8,5.7,0,3.01
2002-06-28,6.23618012172484,44.8,2.7,0,3.01
2002-06-29,5.83512606518188,44.8,4.6,0,3.01
2002-06-30,5.45104541248212,44.8,2.2,0,3.01
2002-07-01,7.77821985715188,44.8,2.5,0,3.01
2002-07-02,4.90603378399604,44.8,2.5,0,3.01
2002-07-03,4.47966718223372,44.8,1.5,0,3.01
2002-07-04,4.31604254155036,44.8,1.9,0,3.01
2002-07-05,4.64722650821112,44.79,2.7,0,3.01
2002-07-06,4.31604254155036,44.79,1.8,0,3.01
2002-07-07,4.23569272945759,44.79,2,0,3.01
2002-07-08,4.81876201958418,44.79,4.5,0,3.01
2002-07-09,5.35763905688996,44.79,2.6,0,3.01
2002-07-10,4.64722650821112,44.787,6.8,0,3.01
2002-07-11,4.73249465120572,44.78,4.8,0,3.01
2002-07-12,4.81876201958418,44.78,2.3,0,3.01
2002-07-13,4.81876201958418,44.78,3.1,0,3.01
2002-07-14,4.90603378399604,44.78,2.9,0,3.01
2002-07-15,4.562952413253,44.78,3.5,0,3.01
2002-07-16,4.81876201958418,44.777,4.5,0,3.01
2002-07-17,3.41458503101534,44.77,3,0,3.01
2002-07-18,2.70360878334576,44.77,0.2,0,3.01
2002-07-19,3.62730508848661,44.77,2.3,0,3.01
2002-07-20,4.64722650821112,44.77,3.2,0,3.01
2002-07-21,6.54830529388818,44.763,3.8,0.4,3.01
2002-07-22,7.54442959219125,44.76,3.9,0,3.01
2002-07-23,7.42924942790692,44.767,1.5,0,3.01
2002-07-24,4.15631097633609,44.77,2.5,0,3.01
2002-07-25,4.562952413253,44.77,3.5,1.2,3.01
2002-07-26,4.73249465120572,44.77,2.9,0,3.01
2002-07-27,4.73249465120572,44.77,5,0,3.01
2002-07-28,6.03351104141265,44.763,5.5,0,3.01
2002-07-29,6.44317393817098,44.76,2.7,0,3.01
2002-07-30,6.87029783290984,44.76,6.8,0,3.01
2002-07-31,5.35763905688996,44.76,3.4,0,3.01
2002-08-01,7.90425695473454,44.76,2,0,3.01
2002-08-02,7.90425695473454,44.76,2.9,0,3.01
2002-08-03,7.90425695473454,44.76,3.2,0,3.01
2002-08-04,7.90425695473454,44.76,3.4,0,3.01
2002-08-05,5.35763905688996,44.77,2.7,16.5,3.01
2002-08-06,4.562952413253,44.78,1.4,0,3.01
2002-08-07,4.07789206352405,44.78,2.8,0,3.01
2002-08-08,2.94984916655919,44.78,2.9,0,3.01
2002-08-09,5.35763905688996,44.78,2.5,0,3.01
2002-08-10,6.44317393817098,44.78,3.1,0,3.01
2002-08-11,5.35763905688996,44.78,1.5,1.6,3.01
2002-08-12,4.99431510844467,44.78,4.3,0,3.01
2002-08-13,4.60496552857478,44.78,5.2,0,3.01
2002-08-14,3.70005695199255,44.77,5.5,0,3.01
2002-08-15,5.12864130022577,44.773,3.7,0.5,3.01
2002-08-16,5.54549217536449,44.78,0.6,0,3.01
2002-08-17,6.03351104141265,44.78,5.6,0,3.01
2002-08-18,6.7618621917077,44.77,1.8,0,3.01
2002-08-19,5.8351260651819,44.77,1.8,0,3.01
2002-08-20,5.26526798341658,44.767,1.8,0,3.01
2002-08-21,4.23569272945759,44.76,1.1,0,3.01
2002-08-22,7.90425695473454,44.76,2.8,0,3.01
2002-08-23,4.47966718223372,44.76,3.5,0,3.01
2002-08-24,4.86227202938056,44.76,6,0,3.01
2002-08-25,7.90425695473454,44.76,5.7,0,3.01
2002-08-26,4.35658209862062,44.77,1.3,0.6,3.01
2002-08-27,4.47966718223372,44.77,2,0,3.01
2002-08-28,3.84836007376152,44.767,5.6,0,3.01
2002-08-29,4.23569272945759,44.76,2.7,0,3.01
2002-08-30,4.90603378399604,44.76,3.9,0,3.01
2002-08-31,5.26526798341658,44.76,6.3,0,3.01
2002-09-01,7.90425695473454,44.75,2.7,0,3.01
2002-09-02,7.90425695473454,44.75,4.5,0,3.01
2002-09-03,4.47966718223372,44.75,2.9,0,3.01
2002-09-04,4.47966718223372,44.75,5,0,3.01
2002-09-05,4.23569272945759,44.747,3.6,0,3.01
2002-09-06,4.562952413253,44.74,2,0,3.01
2002-09-07,5.26526798341658,44.74,1.6,0,3.01
2002-09-08,5.45104541248212,44.73,3.4,0,3.01
2002-09-09,4.47966718223372,44.73,4.1,0,3.01
2002-09-10,4.64722650821113,44.73,5.6,0,3.01
2002-09-11,1.99562432751857,44.72,3.5,0,3.01
2002-09-12,1.23055156671207,44.72,4.6,0,3.01
2002-09-13,7.90425695473454,44.71,5.9,0,3.01
2002-09-14,4.39736562425228,44.693,6.2,0,3.01
2002-09-15,4.23569272945759,44.68,2.9,0,3.01
2002-09-16,3.41458503101534,44.68,4.3,0,3.01
2002-09-17,3.55547933307441,44.673,4.4,0,3.01
2002-09-18,4.07789206352405,44.67,4.6,0,3.01
2002-09-19,1.80488655978857,44.663,3.7,0,3.01
2002-09-20,1.71409179940123,44.66,5,0,3.01
2002-09-21,3.07818584264823,44.653,5.4,0,3
2002-09-22,1.50008960073667,44.643,5.2,0,3
2002-09-23,1.66981854117758,44.64,1.8,0,3
2002-09-24,1.89871598177105,44.64,5.2,0,3
2002-09-25,1.99562432751857,44.64,6.5,0,3
2002-09-26,1.34187426113234,44.633,3.5,0,3
2002-09-27,0.994332272284074,44.63,6.1,0,3
2002-09-28,0.902808207218113,44.63,1.8,1.4,3
2002-09-29,2.09565570067792,44.63,5.7,0,3
2002-09-30,1.41956521928386,44.613,2.9,0.6,3
2002-10-01,1.71409179940124,44.583,2.5,0,3
2002-10-02,1.41956521928386,44.57,6.4,0,3
2002-10-03,0.685701570684584,44.57,1.4,0,3
2002-10-04,0.568901129019701,44.557,7.1,0,3
2002-10-05,0.428120493361603,44.55,3.1,0,3
2002-10-06,1.02611225891985,44.54,6.9,0,3
2002-10-07,0.59114623333103,44.527,5.9,0,3
2002-10-08,0.789462820246517,44.507,2.2,0,3
2002-10-09,0.816885962606596,44.5,7.7,0,3
2002-10-10,0.844914004461418,44.49,2.9,0,3
2002-10-11,1.99562432751857,44.48,4.5,0,2.99
2002-10-12,1.41956521928386,44.47,4.6,0,2.99
2002-10-13,1.75911261956768,44.46,4.7,0,2.99
2002-10-14,1.66981854117758,44.45,6.2,0,2.99
2002-10-15,1.75911261956768,44.44,5.6,0,2.99
2002-10-16,1.23055156671207,44.43,4.9,0,2.99
2002-10-17,0.844914004461418,44.43,5.9,0,2.99
2002-10-18,0.526041375663899,44.43,5.6,0,2.99
2002-10-19,0.392515497149815,44.413,7.6,0,2.99
2002-10-20,0.358872930784662,44.397,3.4,0,2.99
2002-10-21,0.311980034875062,44.39,0.8,0,2.99
2002-10-22,0.358872930784662,44.38,6.7,0,2.99
2002-10-23,0.358872930784662,44.37,6.2,0,2.99
2002-10-24,0.375452003197703,44.36,7.9,0,2.99
2002-10-25,0.136100680517845,44.35,6.2,0,2.99
2002-10-26,0.119295770922149,44.34,3.7,0,2.99
2002-10-27,0.111420330475928,44.327,4.8,0,2.99
2002-10-28,0.136100680517845,44.317,4.6,0,2.99
2002-10-29,0.154355563621666,44.307,5.7,0,2.99
2002-10-30,0.710763989110183,44.3,4,22,2.99
2002-10-31,15.9609174235541,44.31,0.8,14.9,2.99
2002-11-01,17.5056307423151,44.333,2.2,0,2.99
2002-11-02,11.8600578531018,44.35,3.2,0,2.99
2002-11-03,9.9554413596876,44.37,4.3,0,2.99
2002-11-04,8.13755504014914,44.36,9,0,2.99
2002-11-05,15.9609174235541,44.36,9.5,0,2.99
2002-11-06,5.17392706053962,44.357,3.7,0,2.99
2002-11-07,3.84836007376152,44.347,2,0,2.99
2002-11-08,2.76387816307567,44.33,4.6,0,2.99
2002-11-09,1.62628727643443,44.32,5.6,0,2.99
2002-11-10,1.15974601174745,44.32,7.6,0,2.99
2002-11-11,2.14685626240679,44.3,4.8,0,2.99
2002-11-12,1.80488655978857,44.29,4.5,0,2.99
2002-11-13,0.932686043558591,44.283,5.5,0,2.99
2002-11-14,0.844914004461415,44.277,5.9,0,2.99
2002-11-15,1.89871598177105,44.27,3.5,0,2.98
2002-11-16,1.99562432751857,44.257,5.3,0,2.98
2002-11-17,2.19885404971967,44.25,7.7,0,2.98
2002-11-18,1.99562432751857,44.247,1.1,0,2.98
2002-11-19,2.09565570067792,44.24,5.7,0,2.98
2002-11-20,1.19481162948499,44.24,6.9,0,2.98
2002-11-21,1.15974601174745,44.223,6.1,0,2.98
2002-11-22,1.71409179940123,44.21,1.5,0,2.98
2002-11-23,1.09161486405272,44.203,9.9,0,2.98
2002-11-24,1.09161486405272,44.2,2.5,5,2.98
2002-11-25,0.873552804455855,44.193,3.4,0,2.98
2002-11-26,3.77374019307194,44.177,6.2,0,2.98
2002-11-27,3.70005695199255,44.16,5.7,0,2.98
2002-11-28,2.58561918345878,44.15,5.1,0,2.98
2002-11-29,2.3596854171503,44.15,7.4,0,2.98
2002-11-30,1.99562432751857,44.14,4.1,0,2.98
2002-12-01,1.50008960073667,44.13,4.1,0,2.98
2002-12-02,1.80488655978857,44.123,6.9,0,2.98
2002-12-03,0.685701570684584,44.113,6.2,0,2.98
2002-12-04,0.392515497149815,44.107,5,0,2.98
2002-12-05,0.342772069276463,44.093,3.4,0,2.98
2002-12-06,0.327143187806763,44.09,2.7,0,2.98
2002-12-07,0.311980034875062,44.087,2.1,0,2.98
2002-12-08,0.873552804455851,44.077,2.9,0,2.97
2002-12-09,0.485315293718645,44.06,6.7,0,2.97
2002-12-10,0.410069603431017,44.047,4.8,1.6,2.97
2002-12-11,0.637296952632902,44.04,5.5,1.2,2.97
2002-12-12,1.05853786799894,44.033,4.6,0,2.97
2002-12-13,1.09161486405272,44.03,4.6,0,2.97
2002-12-14,22.0088311752726,44.03,2.7,6.3,2.97
2002-12-15,19.56748509627,44.04,4.9,0,2.97
2002-12-16,22.942773216175,44.05,5.4,0,2.97
2002-12-17,22.2399798461992,44.087,4.8,11.3,2.97
2002-12-18,11.4014324371753,44.14,3.6,0,2.98
2002-12-19,9.54596435436226,44.143,2.7,1.2,2.98
2002-12-20,7.77821985715188,44.16,1.3,21,2.98
2002-12-21,5.83512606518188,44.16,2.2,0,2.98
2002-12-22,6.44317393817098,44.157,7.8,0,2.98
2002-12-23,3.55547933307441,44.15,5.3,0,2.98
2002-12-24,4.90603378399604,44.16,5.6,13,2.98
2002-12-25,9.01706651121484,44.16,4.8,0,2.98
2002-12-26,6.13430752680787,44.17,4.6,3.8,2.98
2002-12-27,8.01661668835789,44.18,2.9,8.5,2.98
2002-12-28,6.03351104141265,44.17,4.3,0,2.98
2002-12-29,22.0088311752726,44.18,5.6,1.6,2.98
2002-12-30,34.937240162434,44.22,1,0,2.98
2002-12-31,16.3385158304581,44.287,5.5,0,2.98
2003-01-01,17.1108346664608,44.29,5.7,0,2.98
2003-01-02,17.1108346664608,44.3,2.5,0,2.98
2003-01-03,10.9543684246648,44.3,9.8,0,2.98
2003-01-04,5.64098446440433,44.3,5.9,0,2.98
2003-01-05,3.77374019307194,44.3,5.3,8.9,2.98
2003-01-06,3.55547933307441,44.29,5.3,2.1,2.98
2003-01-07,1.62628727643443,44.28,4.7,0,2.98
2003-01-08,0.902808207218113,44.273,6.9,0,2.98
2003-01-09,15.7742418942876,44.27,6.8,0,2.98
2003-01-10,8.63302416391732,44.27,2.9,11.6,2.98
2003-01-11,15.9609174235541,44.28,2.5,0,2.98
2003-01-12,11.5530164982568,44.29,4,0,2.99
2003-01-13,7.4292494279069,44.29,6.6,0,2.99
2003-01-14,4.81876201958418,44.29,6,0,2.99
2003-01-15,3.48457440876977,44.29,4.4,0,2.99
2003-01-16,2.88699298644325,44.28,4,0,2.98
2003-01-17,2.47099249083968,44.28,6.7,0,2.98
2003-01-18,5.45104541248212,44.27,3.5,0,2.98
2003-01-19,6.13430752680787,44.26,7.6,0,2.98
2003-01-20,6.87029783290986,44.26,5.9,0,2.98
2003-01-21,6.44317393817098,44.257,8.9,0,2.98
2003-01-22,5.73752739221107,44.25,4.9,0,2.98
2003-01-23,4.47966718223372,44.25,5.6,0,2.98
2003-01-24,2.64419091992853,44.26,7.1,11,2.98
2003-01-25,4.31604254155036,44.25,2.6,0,2.98
2003-01-26,5.54549217536449,44.25,4.7,0,2.98
2003-01-27,4.64722650821112,44.24,6.9,0,2.98
2003-01-28,5.54549217536449,44.23,4.4,0,2.98
2003-01-29,9.68122909500559,44.23,5.8,0,2.98
2003-01-30,5.83512606518188,44.23,6.1,0,2.98
2003-01-31,4.31604254155036,44.27,5.5,1.1,2.98
2003-02-01,2.14685626240679,44.217,3.6,0,2.98
2003-02-02,1.71409179940124,44.207,6.8,0,2.98
2003-02-03,1.34187426113234,44.2,5.5,0,2.98
2003-02-04,1.45947041414202,44.19,6.3,0,2.98
2003-02-05,1.80488655978857,44.18,1.4,0,2.98
2003-02-06,2.19885404971967,44.19,8.8,46.5,2.98
2003-02-07,9.9554413596876,44.22,4.7,0,2.98
2003-02-08,5.64098446440433,44.21,5.8,0,2.98
2003-02-09,3.84836007376152,44.21,6.4,1.2,2.98
2003-02-10,5.45104541248212,44.197,4.3,4.8,2.98
2003-02-11,3.55547933307441,44.183,5.6,0,2.98
2003-02-12,2.82500443996921,44.167,5.4,0,2.98
2003-02-13,3.55547933307441,44.16,5.1,0,2.98
2003-02-14,3.92392184871778,44.16,7,0,2.98
2003-02-15,2.47099249083968,44.16,4.2,0.6,2.98
2003-02-16,16.3385158304581,44.157,4.9,3,2.98
2003-02-17,16.5294481874825,44.15,5.7,0,2.98
2003-02-18,11.7058900195117,44.17,5.5,0.5,2.98
2003-02-19,9.54596435436226,44.17,3.2,0,2.98
2003-02-20,6.23618012172484,44.18,5.1,1.1,2.98
2003-02-21,3.84836007376152,44.18,2.8,4.2,2.98
2003-02-22,13.9842216860615,44.18,5.5,0,2.98
2003-02-23,12.8125165654664,44.18,4.6,0,2.98
2003-02-24,11.2511329795367,44.19,4,0,2.98
2003-02-25,6.33913390216299,44.2,5.3,0,2.98
2003-02-26,5.26526798341658,44.2,4.6,14.6,2.98
2003-02-27,6.13430752680787,44.2,1.1,13.5,2.98
2003-02-28,8.63302416391731,44.2,4.5,0,2.98
2003-03-01,8.01661668835787,44.2,7.3,0,2.98
2003-03-02,8.13755504014914,44.19,6.2,0,2.98
2003-03-03,6.33913390216299,44.187,2.1,0,2.98
2003-03-04,4.73249465120572,44.187,4.6,0,2.98
2003-03-05,5.73752739221107,44.207,3.7,52.3,2.98
2003-03-06,5.35763905688996,44.2,3.6,0.6,2.98
2003-03-07,2.58561918345878,44.2,2.8,0,2.98
2003-03-08,1.66981854117758,44.193,3.6,0,2.98
2003-03-09,0.902808207218113,44.177,4.3,0,2.98
2003-03-10,2.58561918345878,44.17,5,0,2.98
2003-03-11,2.25165453245731,44.16,3.6,0,2.98
2003-03-12,1.94678252902073,44.15,6.5,0,2.98
2003-03-13,1.80488655978857,44.14,2.5,0,2.98
2003-03-14,1.45947041414201,44.13,4.3,0,2.98
2003-03-15,1.71409179940124,44.12,4.3,0,2.98
2003-03-16,1.45947041414202,44.11,5.6,0,2.98
2003-03-17,1.23055156671207,44.103,5,0,2.98
2003-03-18,1.62628727643443,44.093,4.5,0,2.98
2003-03-19,2.04524688529375,44.087,5.1,0,2.98
2003-03-20,2.04524688529375,44.077,5.6,0,2.97
2003-03-21,1.75911261956768,44.063,4.1,0,2.97
2003-03-22,2.76387816307567,44.05,4.4,0,2.97
2003-03-23,3.34550590761699,44.047,5.7,0,2.97
2003-03-24,4.07789206352406,44.04,6.7,1,2.97
2003-03-25,6.33913390216299,44.043,4,2.2,2.97
2003-03-26,3.14367702565683,44.05,2.7,6.8,2.97
2003-03-27,2.25165453245731,44.033,4.4,0,2.97
2003-03-28,1.75911261956768,44.02,4,0,2.97
2003-03-29,1.5834924262421,44.01,5.7,0,2.97
2003-03-30,2.76387816307567,44,5.4,0,2.97
2003-03-31,3.34550590761699,44.657,4.8,0,2.97
2003-04-01,4.99431510844467,43.98,2.6,0,2.97
2003-04-02,2.09565570067792,43.98,2.5,0,2.97
2003-04-03,1.38036838305646,43.98,5.7,0,2.97
2003-04-04,1.2669715259593,43.97,5.5,0,2.97
2003-04-05,1.62628727643443,43.96,4.6,0,2.97
2003-04-06,2.25165453245731,43.95,3.6,0,2.97
2003-04-07,2.88699298644325,43.94,4.3,0,2.97
2003-04-08,3.41458503101534,43.93,4.3,0,2.97
2003-04-09,1.71409179940123,43.927,3.9,0,2.97
2003-04-10,1.50008960073667,43.91,5.6,0,2.97
2003-04-11,1.66981854117758,43.9,2.7,2.3,2.97
2003-04-12,2.3052631711577,43.893,4.2,0,2.97
2003-04-13,2.09565570067792,43.887,3.7,3.2,2.96
2003-04-14,4.81876201958418,43.88,1.7,0,2.96
2003-04-15,4.99431510844467,43.87,2.2,0,2.96
2003-04-16,3.21005721652672,43.87,1.6,0,2.96
2003-04-17,2.52788817597567,43.863,4.9,0,2.96
2003-04-18,2.25165453245731,43.853,2.2,1,2.96
2003-04-19,1.94678252902073,43.847,4.7,0,2.96
2003-04-20,2.25165453245731,43.83,2.5,0,2.96
2003-04-21,5.35763905688996,43.82,4,0,2.96
2003-04-22,5.45104541248212,43.82,4,0,2.96
2003-04-23,4.99431510844467,43.82,4.1,0,2.96
2003-04-24,4.00043076527862,43.82,4.2,0,2.96
2003-04-25,3.48457440876977,43.82,4.8,0,2.96
2003-04-26,3.41458503101534,43.81,3.2,0,2.96
2003-04-27,4.23569272945759,43.807,3.7,0,2.96
2003-04-28,6.03351104141265,43.8,1.6,0,2.96
2003-04-29,5.17392706053962,43.8,4.6,0,2.96
2003-04-30,2.58561918345878,43.79,3.3,0,2.96
2003-05-01,2.76387816307567,43.79,7,0,2.96
2003-05-02,3.48457440876977,43.777,3.2,1,2.96
2003-05-03,4.47966718223372,43.77,1.1,0,2.96
2003-05-04,3.84836007376152,43.76,3.4,0,2.96
2003-05-05,4.73249465120572,43.75,6.9,0,2.96
2003-05-06,5.9337855835467,43.74,1.6,1,2.96
2003-05-07,5.64098446440433,43.74,2.3,0,2.96
2003-05-08,4.07789206352406,43.74,3.7,0,2.96
2003-05-09,3.48457440876977,43.74,3.5,0,2.96
2003-05-10,3.55547933307441,43.73,3.2,0,2.96
2003-05-11,4.47966718223372,43.73,9.6,0,2.96
2003-05-12,4.73249465120572,43.73,3.7,0,2.96
2003-05-13,4.81876201958418,43.727,3.4,8.4,2.96
2003-05-14,5.54549217536449,43.72,2.5,0,2.96
2003-05-15,5.26526798341658,43.72,1.7,0,2.96
2003-05-16,4.81876201958418,43.72,2.1,0,2.96
2003-05-17,4.73249465120572,43.71,2.9,0,2.96
2003-05-18,4.99431510844467,43.71,3.9,0,2.96
2003-05-19,4.73249465120572,43.7,2.3,0,2.96
2003-05-20,4.47966718223372,43.693,2.8,0,2.95
2003-05-21,4.15631097633609,43.69,2,0,2.95
2003-05-22,1.5834924262421,43.68,1.5,0,2.95
2003-05-23,1.99562432751857,43.68,2.5,0,2.95
2003-05-24,2.41492671264836,43.67,2.8,0,2.95
2003-05-25,4.00043076527862,43.67,3.4,0,2.95
2003-05-26,4.47966718223372,43.67,1.9,0,2.95
2003-05-27,3.55547933307441,43.66,6.4,0,2.95
2003-05-28,2.41492671264836,43.66,3.4,0,2.95
2003-05-29,2.09565570067792,43.65,3.7,0,2.95
2003-05-30,1.66981854117758,43.647,3.4,0,2.95
2003-05-31,1.2669715259593,43.64,2.6,0,2.95
2003-06-01,0.902808207218113,43.57,0.3,4.4,2.95
2003-06-02,0.568901129019701,43.58,2.1,0.5,2.95
2003-06-03,0.613942842971146,43.57,3.2,0,2.95
2003-06-04,0.637296952632902,43.567,1.8,0,2.95
2003-06-05,5.08361115033816,43.56,2.9,0,2.95
2003-06-06,11.4014324371753,43.557,1.2,0,2.95
2003-06-07,7.42924942790692,43.55,1.5,0,2.95
2003-06-08,5.83512606518188,43.54,4.2,0,2.95
2003-06-09,4.99431510844467,43.53,1.5,0,2.95
2003-06-10,3.77374019307194,43.527,2.5,0,2.95
2003-06-11,4.39736562425228,43.52,5.3,0,2.95
2003-06-12,3.70005695199255,43.52,3.3,0,2.95
2003-06-13,3.34550590761699,43.51,1.1,0,2.95
2003-06-14,2.76387816307567,43.5,2.7,0,2.95
2003-06-15,2.64419091992853,43.49,1.3,0,2.95
2003-06-16,3.70005695199255,43.473,3.3,0,2.94
2003-06-17,1.94678252902073,43.47,2.9,0,2.95
2003-06-18,1.71409179940124,43.463,3.9,0,2.94
2003-06-19,1.41956521928386,43.46,3.6,0,2.94
2003-06-20,1.2669715259593,43.45,2.7,0,2.94
2003-06-21,1.30407719782677,43.443,3.9,0,2.94
2003-06-22,1.23055156671207,43.44,0.7,0,2.94
2003-06-23,1.41956521928386,43.43,2.6,0,2.94
2003-06-24,1.85141916793929,43.427,2.2,0,2.94
2003-06-25,1.54142840108435,43.42,5.1,0,2.94
2003-06-26,1.41956521928386,43.41,2.8,0,2.94
2003-06-27,1.62628727643443,43.4,2.4,0,2.94
2003-06-28,2.94984916655919,43.39,3.2,0,2.94
2003-06-29,2.76387816307567,43.38,5.8,0,2.94
2003-06-30,3.14367702565683,43.367,1.7,0,2.94
2003-07-01,4.07789206352406,43.57,0.3,4.4,2.95
2003-07-02,3.62730508848661,43.58,2.1,0.5,2.95
2003-07-03,2.82500443996922,43.57,3.2,0,2.95
2003-07-04,2.52788817597566,43.567,1.8,0,2.95
2003-07-05,2.3596854171503,43.56,2.9,0,2.95
2003-07-06,2.25165453245731,43.557,1.2,0,2.95
2003-07-07,2.41492671264836,43.55,1.5,0,2.95
2003-07-08,2.14685626240679,43.54,4.2,0,2.95
2003-07-09,1.85141916793929,43.53,1.5,0,2.95
2003-07-10,1.62628727643443,43.527,2.5,0,2.95
2003-07-11,1.66981854117758,43.52,5.3,0,2.95
2003-07-12,1.30407719782677,43.52,3.3,0,2.95
2003-07-13,1.09161486405272,43.51,1.1,0,2.95
2003-07-14,0.902808207218113,43.5,2.7,0,2.95
2003-07-15,1.09161486405272,43.49,1.3,0,2.95
2003-07-16,1.38036838305646,43.473,3.3,0,2.94
2003-07-17,1.89871598177105,43.47,2.9,0,2.95
2003-07-18,0.994332272284074,43.463,3.9,0,2.94
2003-07-19,1.05853786799894,43.46,3.6,0,2.94
2003-07-20,0.789462820246517,43.45,2.7,0,2.94
2003-07-21,0.710763989110183,43.443,3.9,0,2.94
2003-07-22,0.568901129019701,43.44,0.7,0,2.94
2003-07-23,0.410069603431017,43.43,2.6,0,2.94
2003-07-24,0.505414654464898,43.427,2.2,0,2.94
2003-07-25,0.710763989110183,43.42,5.1,0,2.94
2003-07-26,0.736407728117398,43.41,2.8,0,2.94
2003-07-27,0.661214540936488,43.4,2.4,0,2.94
2003-07-28,0.446674319153866,43.39,3.2,0,2.94
2003-07-29,0.375452003197703,43.38,5.8,0,2.94
